排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,RSI14,距20EMA%,5日報酬%,淘汰原因
398,8442,威宏-KY,TWSE,其他,排除,47.3,72,46,45.6,32.95,9.28,0.73,52.46,170.15,0.03,25.7,0.89,6.52,1,0,0,-1,162,162,0,25,-125,-14,56.06,26,-101,-129,-114,26,-114,-166,,,,"單日成交金額低於5,000萬元；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超"
399,4585,達明,TWSE,其他電子業,排除,47.2,100,304,324,41.88,11.7,5.4,11.23,441.99,0.65,230.3,4.63,0.33,2,0,0,0,0,0,0,0,-51,127,0.35,17,-10,95,74,0,-12,68,43.09,-3.39,-5,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎"
400,3622,洋華,TWSE,光電業,排除,47.2,72,55.1,55.2,-19.47,-3.09,21.05,14.94,617.21,1.09,9.43,1.14,5.81,1,0,0,0,122,323,0,7,-201,-306,3.35,33,-73,-328,-784,10,-201,-424,,,,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超"
401,3679,新至陞,TWSE,電子零組件業,排除,47.1,72,111,110.5,1.35,-10.64,19.63,49.63,245.99,2.67,13.07,1.49,8.11,1,0,0,-1,130,130,0,16,34,85,8.25,17,61,25,8,16,31,-48,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足"
402,2331,精英,TWSE,電腦及週邊設備業,排除,46.9,100,20.65,20.4,25.84,20.41,0.43,52.3,138.69,0.11,41.3,1.06,,1,0,-137,-387,-1037,-1157,0,597,826,94,5.71,698,1515,1485,-245,643,1232,1246,45.53,-1.99,0.49,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
403,2387,精元,TWSE,電腦及週邊設備業,排除,46.7,100,38.95,38.75,-17.57,-9.89,2.13,44.48,180.59,0.49,13.67,0.73,10.27,3,0,0,-7,1072,1357,0,42,-651,498,9.37,28,-695,-583,-1041,52,-657,-588,42.78,-2.18,-3.59,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
404,1810,和成,TWSE,玻璃陶瓷,排除,45.9,100,31.1,28.9,-11.91,-8.26,-19.13,20.48,326.07,3.64,8.23,1.17,0.64,1,0,0,-17,113,42,0,-297,-2094,468,5.26,614,108,2183,4746,-223,-2125,318,82.94,31.77,29.05,營收動能同步衰退；累計營收負成長且當月改善不足；20日累積後5日轉為調節；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
405,3015,全漢,TWSE,電子零組件業,排除,45.5,100,61.1,59.1,-14.01,-6.48,0.87,32.83,195.35,0.37,30.1,0.97,3.6,4,0,0,0,21,44,0,-239,-117,2341,10.14,-311,-547,2312,3632,-222,-114,2290,48.17,-3.19,-9.35,營收動能同步衰退；累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
406,1229,聯華,TWSE,食品工業,排除,45.3,100,40.5,41.45,-52.01,-22.93,9.65,20.5,100.83,0.55,15.58,1.3,4.94,6,4,40,129,659,681,118,698,-1129,-4750,8.65,-1834,-3004,-5422,-4123,725,-1275,-5359,41.54,-2.59,-5.15,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
407,6790,永豐實,TWSE,造紙工業,排除,45.3,100,38.6,38.95,-4.83,-1.24,9.89,43.5,207.33,0.83,12.57,1.69,6.87,1,0,0,0,0,0,0,60,34,-300,1.76,49,-13,-335,-563,61,33,-331,36.14,-3.12,-4.69,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
408,1735,日勝化,TWSE,化學工業,排除,44.8,100,21.4,21.3,15.84,6.71,4.86,47.64,125.89,0.2,26.42,1.34,3.04,1,0,0,-1,-2,-5,0,15,-82,52,51.37,104,80,215,249,17,-83,53,41.22,-4.81,-4.68,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
409,9930,中聯資源,TWSE,綠能環保,排除,44.5,100,63.7,63.6,-7.26,-6.65,10.6,38.06,133.9,1.1,13.47,2.29,6.28,2,-2,-2,-2,-2,-3,0,94,229,108,1.92,89,336,276,-72,101,218,107,31.08,-2.74,0.95,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
410,2504,國產,TWSE,建材營造,排除,44.1,100,31.05,31.55,-18.57,-8.83,21.85,38.45,131.85,0.7,9.44,1.3,8.37,8,-13,17,-16,-3639,19664,0,117,-3412,-5460,5.9,6,66,5037,-6539,96,-3570,-1964,33.22,-4.97,-3.42,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；三大法人5/10日同步賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
411,3705,永信,TWSE,生技醫療業,排除,44.1,100,55.1,55.5,-21.98,-12.41,16.16,33.57,263.31,0.89,18.55,1.93,5.44,1,0,0,0,0,0,0,155,352,494,7.27,158,397,572,9,155,354,508,49.79,0.26,0.73,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎"
412,6831,邁科,TWSE,電腦及週邊設備業,排除,43.8,100,710,680,29.3,18.23,6.55,47.68,164.08,0.66,144.31,17.91,0.42,4,0,4,8,9,-131,8,-100,-215,857,16.45,-100,-227,571,1669,-100,-248,576,43.25,-9.81,-8.39,處置或交易限制風險；當下除權息調整價未守20日EMA
413,2201,裕隆,TWSE,汽車工業,排除,43.7,100,28.3,28.9,-8.06,-3.62,9.01,74.03,100.51,0.35,33.29,0.47,1.98,4,-11,-11,-11,-13,-91,0,456,134,6855,4.7,216,-858,4285,1923,350,46,6786,53.7,0.98,-2.25,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼"
414,1528,恩德,TWSE,電機機械,排除,43.6,100,22.25,21.6,22.55,11.04,-5.06,58.94,138.95,-0.15,,1.98,,1,0,0,-2,-5,-16,0,101,323,272,1.35,140,437,448,-2251,110,318,273,36.21,-5.98,-2.41,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
415,2597,潤弘,TWSE,建材營造,排除,42.8,100,164.5,164.5,2.95,15.29,13.49,57.34,134.72,2.38,14.48,5.49,5.88,5,-3,-3,-4,192,357,0,-29,120,204,1.96,-140,102,384,-31,-19,104,25,41.56,-3.08,-1.5,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
416,4720,德淵,TWSE,化學工業,排除,42.5,100,22.35,21.9,25.06,10.87,3.67,50.98,142.61,0.2,36.64,1.58,1.79,1,0,0,-1,-132,-149,0,28,-868,-389,5.49,56,-793,-956,446,26,-821,-214,41.08,-6.85,-6.49,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
417,1314,中石化,TWSE,塑膠工業,排除,42.3,100,8.86,9.06,-29.27,-30.03,-15.82,40.44,153.87,-0.07,,0.44,,1,0,0,0,0,0,0,2658,-107988,-3279,10.21,1104,-105310,-7033,53485,2356,-105107,-3348,55.06,1.83,-9.31,營收動能同步衰退；累計營收負成長且當月改善不足；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
418,1612,宏泰,TWSE,電器電纜,排除,42.3,100,32.3,31.7,-11.28,-1.37,14.25,17.94,333.61,0.82,10.77,1.25,7.74,1,0,0,-5,-41,-95,0,-186,-2184,-5352,15.9,-81,-1643,-3810,-7338,-209,-2165,-5022,27.56,-7.9,-5.97,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
419,2530,華建,TWSE,建材營造,排除,42.3,100,19.15,19.4,-96.97,-94.26,-2.09,66.65,160.8,-0.04,9.77,1.6,9.66,2,0,80,69,1748,1660,0,-26,508,157,3.25,-30,363,-198,1446,-34,380,-845,45.63,-1.52,-2.3,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
420,6743,安普新,TWSE,其他電子業,排除,42.2,72,30.25,30.3,29.71,0.77,1.93,69.09,87.9,-0.19,36.89,1.66,9.92,1,0,0,-3,498,498,0,-15,82,349,3.64,21,64,65,-11,-14,80,-159,,,,"單日成交金額低於5,000萬元"
421,9933,中鼎,TWSE,其他,排除,42,100,40.7,40.8,-16.64,-18.79,9.67,81.57,102.9,1,9.62,1.76,2.46,4,-9,-12,-12,-64,-161,0,454,-282,391,18.55,492,-15,901,7563,483,-406,307,47.07,-1.23,-2.16,營收動能同步衰退；累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
422,3545,敦泰,TWSE,半導體業,排除,41.7,100,53.9,52,2.16,-13.49,-5.88,31.93,219.88,0.02,,1.34,1.48,2,0,0,0,5,39,0,134,-627,278,14.76,203,-538,562,1492,141,-552,299,42.8,-4.38,-5.6,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA"
423,2243,宏旭-KY,TWSE,汽車工業,排除,41.6,100,51.2,53,-40.08,31.45,7.78,72.47,125.51,0.66,20.56,4,,1,0,0,-2,-2,-6,0,-239,-483,-1171,30.06,-231,-470,-1147,-518,-230,-471,-1163,54.25,-0.03,-13.8,"單日成交金額低於5,000萬元；ETF短中期同步減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超"
424,6456,GIS-KY,TWSE,光電業,排除,41,100,70.9,69.7,-48.22,-22.34,-2,53.6,221.7,-0.61,,0.79,,1,0,0,0,0,0,0,-140,964,-1294,44.04,-116,1223,247,-5262,-210,758,-1357,49.26,0.15,6.46,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
425,6230,尼得科超眾,TWSE,電腦及週邊設備業,排除,40.9,100,121,118,-3.16,9.01,0.75,44.13,216.93,-0.91,,1.8,,1,0,0,0,0,0,0,31,8,35,87,31,13,37,-23,31,6,34,40,-3.88,-1.22,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
426,8215,明基材,TWSE,光電業,排除,40.9,100,27.4,27.15,13.05,5.47,-5.26,68.2,104.63,-0.64,,1.8,1.09,1,0,0,0,-40,-120,0,248,-839,-1489,1.9,219,-722,-1284,207,250,-805,-1390,43.43,-4.85,-4.7,"單日成交金額低於5,000萬元；中期趨勢仍向下；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
427,4571,鈞興-KY,TWSE,電機機械,排除,40.6,100,159,160,5.51,-1.05,18.97,19.94,401.3,2.41,17.65,2.45,3.31,1,-1,-1,-1,-1,0,0,11,-165,-524,64.13,47,-86,-503,-1055,13,-160,-519,35.06,-7.36,-5.92,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
428,2477,美隆電,TWSE,其他電子業,排除,39.7,72,21.4,21.5,-15.09,-7.77,1.55,48.26,226.32,0.11,13.21,0.83,6.54,1,0,0,-3,414,414,0,32,-105,-62,23.46,34,-66,-367,-475,34,-104,-474,,,,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超"
429,2528,皇普,TWSE,建材營造,排除,39.2,72,22.15,22.25,-5.37,-68.41,-398.67,67.95,179.48,-0.11,9.27,1.34,13.54,1,0,0,-9,1163,1163,0,84,560,1111,1.21,39,664,170,571,94,578,-43,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足"
430,2540,愛山林,TWSE,建材營造,排除,38.4,100,53.5,54.3,-49.07,-44.16,0.97,73.69,138.77,-0.01,89.17,3.08,11.21,1,0,0,0,0,0,0,84,660,908,1.63,140,881,1069,1082,94,688,948,49.74,0,0.38,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；估值高且成長不足以支撐"
431,2723,美食-KY,TWSE,觀光餐旅,排除,38,100,65.4,65.3,-4.16,-12.65,8.04,40.22,121.88,1.31,,1.13,,1,-3,-2,-2,-1,0,0,57,50,231,46.17,71,242,429,144,63,49,236,45.32,-1.41,-3.68,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
432,1905,華紙,TWSE,造紙工業,排除,37.6,100,14.9,14.8,-0.43,-5.08,-4.89,53.95,117.44,-0.16,,1.01,,1,0,0,-5,-18,-54,0,-2,-1241,2846,2.26,218,-1876,1638,1402,-44,-1117,2987,46.86,-4.06,-7.74,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；ETF短中期同步減碼；當下除權息調整價未守20日EMA"
433,2013,中鋼構,TWSE,鋼鐵工業,排除,37.6,100,40.9,41,-22.56,-11.67,2.95,63.08,121.9,0.66,12.66,1.41,5.87,1,0,0,0,0,0,0,27,-50,-407,6.87,35,69,-295,-496,29,-52,-407,32.99,-2.91,-0.85,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；三大法人5/10日同步賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
434,2247,汎德永業,TWSE,汽車工業,排除,36.6,72,230,225.75,-6.99,-26.05,2.55,41.59,264.5,2.35,14.48,1.5,6.3,1,0,0,-1,133,133,0,14,14,112,3.66,10,-74,-103,-84,14,14,-31,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；2日內除權息，等待價格重置"
435,2419,仲琦,TWSE,通信網路業,排除,35.6,100,27.3,27.2,-0.67,-3.94,1.33,46.11,189.09,0.07,,1.83,,1,0,0,-1,-4,-14,0,87,-477,-359,1.14,105,-367,104,-1188,90,-432,-296,41.29,-3.53,-2.67,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；三大法人5/10日同步賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
436,4956,光鋐,TWSE,光電業,排除,34.6,100,33.65,32.55,-0.83,9.6,5,41.1,211.98,0.24,,2.05,,1,0,0,-1,-3,-10,0,-72,318,134,10.98,-105,269,294,-161,-83,311,124,33.89,-10.9,-12.48,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
437,6706,惠特,TWSE,光電業,排除,34.1,100,128.5,122,-26.07,-49.65,-77.09,51.32,219.71,-0.96,,2.68,,1,0,0,0,0,0,0,30,977,579,6.42,-150,1000,798,334,38,1221,730,33.88,-12.94,-7.22,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
438,5292,華懋,TWSE,綠能環保,排除,32.4,100,177.5,174.5,-8.28,-7.9,20.2,58.06,157.89,2.58,17.56,4.14,3.66,1,0,0,3,3,1,0,-53,-1026,-976,4.43,-53,-953,-930,-781,-58,-961,-930,29.53,-14.64,-20.76,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
439,3062,建漢,TWSE,通信網路業,排除,32.2,100,23.25,22.9,-34.39,-1.86,-14.02,34.5,174.14,-0.54,,1.85,,1,0,0,0,0,0,0,-31,-1605,-3862,9.65,147,-407,-1771,-5132,20,-1445,-3610,33.11,-5.91,-3.53,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
440,1519,華城,TWSE,電機機械,排除,30.4,100,709,691,-25.78,-2.69,21.2,71.74,144.13,3.29,48.73,27.19,1.69,12,-4,-3,-4,-309,-293,0,266,-312,-2454,18.18,80,-294,-1428,-3702,273,-182,-1433,35,-7.07,-5.21,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
