排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
408,2387,精元,TWSE,電腦及週邊設備業,排除,45.5,100,38.75,38.22,-17.57,-9.89,2.13,44.48,180.59,0.49,13.6,0.73,10.32,3,0,0,-7,208,1357,0,11,-640,-180,671,0,-7,208,1356,0,1,-271250,14,15,9.38,34,-607,-501,-858,10,-647,-403,-685,41.45,-2.44,-3.85,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
409,2331,精英,TWSE,電腦及週邊設備業,排除,45.2,100,20.4,19.52,25.84,20.41,0.43,52.3,138.69,0.11,40.8,1.04,,1,0,-17,-287,-987,-1157,0,-307,572,234,-1967,0,-287,-987,-1157,0,3,-5854800,13,-74,5.64,-353,942,1482,207,-321,846,1295,-963,43.66,-2.88,-0.49,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
410,9930,中聯資源,TWSE,綠能環保,排除,44.5,100,63.6,63.3,-7.26,-6.65,10.6,38.06,133.9,1.1,13.45,2.29,6.29,2,0,-2,-2,-2,-3,0,65,256,153,170,0,-2,-2,-2,0,1,-127200,16,6,1.94,62,348,314,32,62,242,149,173,30.65,-2.62,-0.62,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
411,2243,宏旭-KY,TWSE,汽車工業,排除,44.4,100,53,53.25,-40.08,31.45,7.78,72.47,125.51,0.66,21.29,4.14,,1,-2,-2,-4,-4,-8,0,-157,-751,-1353,-1345,-2,-4,-4,-8,0,2,-212000,-10,-11,29.86,-138,-719,-1310,-1313,-154,-736,-1337,-1310,56.72,3.14,-0.93,"單日成交金額低於5,000萬元；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超"
412,2530,華建,TWSE,建材營造,排除,44,100,19.4,19.45,-96.97,-94.26,-2.09,66.65,160.8,-0.04,9.9,1.62,9.54,2,0,0,69,799,1660,0,250,698,-295,-744,-2,61,794,1652,1,4,1183400,72,-730,3.26,107,119,-688,1506,247,564,-360,-1749,48.48,-0.21,-0.77,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎"
413,1314,中石化,TWSE,塑膠工業,排除,43.9,100,9.06,8.67,-29.27,-30.03,-15.82,40.44,153.87,-0.07,,0.45,,1,0,0,0,0,0,0,4495,-46130,-1989,68771,0,0,0,0,0,0,0,-632,1297,10.38,6511,-44125,-4726,61085,3524,-45496,-3284,68446,57.61,3.72,-6.6,營收動能同步衰退；累計營收負成長且當月改善不足；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
414,2492,華新科,TWSE,電子零組件業,排除,43.5,100,341.5,307.5,25.84,14.67,7.54,38.88,156.23,1.69,65.42,3.1,0.73,8,4,18,421,434,4252,400,-964,-2068,-2353,-6766,-435,-4753,-2570,9252,2,3,-1623149500,1435,891,24.3,-1384,1400,-864,-14173,-1371,1249,-677,-13769,34.19,-26.5,-27.95,處置或交易限制風險；中期趨勢仍向下；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
415,6768,志強-KY,TWSE,運動休閒,排除,43.5,100,71,70.55,5.2,-4.39,6.14,35.59,256.21,1.2,13.45,0.91,7.27,2,-221,-221,-223,-237,-260,-221,-43,248,87,-634,-221,-223,-237,-261,0,2,-15833000,-3,-12,57.2,178,504,588,333,178,474,336,-344,28.21,-6.67,0,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
416,6962,奕力-KY,TWSE,半導體業,排除,43.2,100,34.3,33.17,-0.33,-5.7,3.76,20.83,263.36,0.58,23.49,0.83,2.92,1,0,0,2,7,52,0,-656,-4344,-2670,6979,0,2,7,52,1,0,68600,4,75,39.38,-172,-2384,-1289,3777,-651,-4350,-2753,6784,39.93,-6.55,-7.92,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
417,3015,全漢,TWSE,電子零組件業,排除,43,100,59.1,56.9,-14.01,-6.48,0.87,32.83,195.35,0.37,29.11,0.94,3.72,4,0,0,0,-5,79,0,-142,-266,1313,3558,0,0,-5,79,0,0,0,-17,26,9.95,-353,-939,1002,3732,-143,-249,1291,3523,45.12,-5.79,-10.18,營收動能同步衰退；累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
418,6743,安普新,TWSE,其他電子業,排除,43,72,30.3,29.65,29.71,0.77,1.93,69.09,87.9,-0.19,36.95,1.66,9.9,1,0,0,-3,-3,498,0,81,141,-185,561,0,-4,-4,497,0,1,-121200,6,14,3.69,80,135,-15,73,80,138,-196,61,,,,"單日成交金額低於5,000萬元；ETF短中期同步減碼"
419,2597,潤弘,TWSE,建材營造,排除,42.8,100,164.5,164.75,2.95,15.29,13.49,57.34,134.72,2.38,14.48,5.49,5.88,5,0,-3,-4,0,247,0,-32,67,75,-382,-1,-8,-2,243,0,4,-1316000,8,-12,1.97,9,-30,349,16,-16,67,90,-533,41.84,-2.78,-1.5,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日累積後5日轉為調節；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
420,9933,中鼎,TWSE,其他,排除,42.8,100,40.8,39.97,-16.64,-18.79,9.67,81.57,102.9,1,9.65,1.76,2.45,4,0,-9,-12,-64,-81,0,253,1165,1581,5158,-3,-21,-70,-90,0,5,-856800,105,103,18.58,249,1255,2010,6183,236,1081,1548,5143,48.15,-0.88,0.37,營收動能同步衰退；累計營收負成長且當月改善不足；ETF短中期同步減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
421,4720,德淵,TWSE,化學工業,排除,42.5,100,21.9,20.7,25.06,10.87,3.67,50.98,142.61,0.2,35.9,1.54,1.83,1,-4,-4,-5,-6,-153,0,0,-457,307,1645,0,-1,-2,-147,0,1,-21900,-46,-40,5.49,0,-357,-403,593,0,-410,350,1837,38.95,-7.98,-8.18,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
422,1612,宏泰,TWSE,電器電纜,排除,42,100,31.7,31.13,-11.28,-1.37,14.25,17.94,333.61,0.82,10.57,1.23,7.89,1,0,0,-5,-37,-91,0,-737,-1969,-4301,-8083,0,-5,-38,-91,0,1,-158500,-5,-288,15.65,-786,-1854,-3145,-7863,-732,-1959,-3974,-7980,25.41,-8.77,-5.79,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
423,2540,愛山林,TWSE,建材營造,排除,41.7,100,54.3,54.2,-49.07,-44.16,0.97,73.69,138.77,-0.01,90.5,3.13,11.05,1,0,0,0,0,0,0,387,1124,1295,2044,0,0,0,0,0,0,0,-14,-28,1.65,139,1047,1219,1305,375,1138,1323,2126,53.82,1.34,2.84,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；20日趨勢尚未上彎；估值高且成長不足以支撐"
424,8215,明基材,TWSE,光電業,排除,41.1,100,27.15,25.7,13.05,5.47,-5.26,68.2,104.63,-0.64,,1.78,1.1,1,0,0,0,-40,-54,0,-46,-638,-1315,883,0,0,-40,-54,0,0,0,-24,-49,1.85,-153,-555,-1110,267,-52,-613,-1225,977,42.86,-5.19,-4.9,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
425,2477,美隆電,TWSE,其他電子業,排除,41.1,72,21.5,21.05,-15.09,-7.77,1.55,48.26,226.32,0.11,13.27,0.83,6.51,1,0,0,-3,147,414,0,23,-31,-139,217,0,-3,147,414,0,1,-64500,4,3,23.47,22,2,-188,-362,21,-32,-289,-174,,,,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足"
426,2528,皇普,TWSE,建材營造,排除,41.1,72,22.25,22.03,-5.37,-68.41,-398.67,67.95,179.48,-0.11,9.31,1.35,13.48,1,0,0,-9,391,1163,0,144,704,640,1949,0,-9,389,1160,0,1,-200250,-6,1,1.24,142,744,465,651,141,719,250,810,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足"
427,1528,恩德,TWSE,電機機械,排除,39.8,100,21.6,20.38,22.55,11.04,-5.06,58.94,138.95,-0.15,,1.92,,1,-6,-6,-8,-11,-22,0,20,516,308,-1941,-6,-8,-11,-22,0,2,-172800,5,3,1.33,-38,562,414,-1399,28,519,316,-1919,33.24,-7.95,-5.26,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
428,2723,美食-KY,TWSE,觀光餐旅,排除,39.6,100,65.3,64.35,-4.16,-12.65,8.04,40.22,121.88,1.31,,1.13,,1,1,-1,-1,0,1,0,26,137,245,123,1,-1,0,1,2,1,-65300,11,4,46.12,-77,157,333,146,17,127,240,111,44.8,-1.42,-1.95,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；20日累積後5日轉為調節；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
429,8163,達方,TWSE,電腦及週邊設備業,排除,39.4,100,35.35,33.33,1.08,9.33,1.31,61.59,135.35,0.2,69.31,0.96,1.41,1,0,0,0,0,0,0,-206,-228,-2271,-736,0,0,0,0,0,0,0,-128,-156,9.61,-150,226,-997,-334,-202,-99,-2115,-419,38.79,-9.08,-7.46,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
430,6230,尼得科超眾,TWSE,電腦及週邊設備業,排除,39.1,100,118,113.5,-3.16,9.01,0.75,44.13,216.93,-0.91,,1.76,,1,0,0,0,0,0,0,-11,-3,13,5,0,0,0,0,0,0,0,3,2,86.99,-9,-3,24,-42,-12,-6,11,3,36.93,-5.7,-2.88,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
431,6831,邁科,TWSE,電腦及週邊設備業,排除,38.9,100,680,633,29.3,18.23,6.55,47.68,164.08,0.66,138.21,17.15,0.44,4,0,3,5,11,-131,5,-133,-385,403,2496,0,-10,114,1079,2,2,-6800000,-28,-93,16.29,-112,-313,388,1746,-132,-348,381,1505,40.82,-12.49,-16.97,處置或交易限制風險；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
432,2013,中鋼構,TWSE,鋼鐵工業,排除,38.4,100,41,40.9,-22.56,-11.67,2.95,63.08,121.9,0.66,12.69,1.41,5.85,1,0,0,0,0,0,0,0,-40,-407,-290,0,0,0,0,0,0,0,2,0,6.87,-1,64,-301,-537,0,-42,-407,-405,34.54,-2.43,-0.61,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
433,2247,汎德永業,TWSE,汽車工業,排除,38.2,72,225.5,224.5,-6.99,-26.05,2.55,41.59,264.5,2.35,14.2,1.47,6.43,1,0,0,-1,-1,133,0,46,60,42,242,0,0,0,134,0,0,0,0,7,3.7,37,44,-64,-58,46,60,35,96,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；ETF短中期同步減碼"
434,1905,華紙,TWSE,造紙工業,排除,37.4,100,14.8,14.48,-0.43,-5.08,-4.89,53.95,117.44,-0.16,,1,,1,-20,-20,-26,-38,-74,0,-379,-362,929,2052,-20,-26,-38,-74,0,2,-384800,-155,-194,2.26,30,-551,135,890,-292,-181,1161,2191,46.11,-4.28,-5.73,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA"
435,6456,GIS-KY,TWSE,光電業,排除,37,100,69.7,66.15,-48.22,-22.34,-2,53.6,221.7,-0.61,,0.77,,1,0,0,0,0,0,0,108,116,1854,-7524,0,0,0,0,0,0,0,16,160,44.07,123,601,2730,-4629,111,99,1694,-7709,47.33,-1.42,-2.65,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
436,1582,信錦,TWSE,電子零組件業,排除,36.5,100,76.6,73.55,-9.5,-6.27,5.27,40.68,201.5,0.35,27.85,1.47,3.92,2,-5,-5,-6,-9,-192,0,0,-132,-868,-1525,0,-1,-4,-186,0,1,-76600,-173,-251,4.21,22,242,-86,888,0,42,-613,-1070,32,-8.32,-4.61,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
437,2419,仲琦,TWSE,通信網路業,排除,34.7,100,27.2,26.03,-0.67,-3.94,1.33,46.11,189.09,0.07,,1.82,,1,-6,-6,-7,-10,-20,0,-26,-277,-304,-1661,-6,-7,-10,-20,0,2,-190400,-24,-58,1.15,40,-129,304,-763,-20,-246,-236,-1464,40.78,-3.52,-3.2,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
438,4956,光鋐,TWSE,光電業,排除,34.1,100,32.55,29.98,-0.83,9.6,5,41.1,211.98,0.24,,1.98,,1,-3,-3,-4,-6,-13,0,147,589,591,-41,-3,-4,-6,-13,0,2,-130200,-32,-37,11.18,198,632,765,558,198,626,634,3,31.71,-12.67,-13.43,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
439,6706,惠特,TWSE,光電業,排除,31.9,100,122,112,-26.07,-49.65,-77.09,51.32,219.71,-0.96,,2.55,,1,0,0,0,0,0,0,238,998,918,-157,0,0,0,0,0,0,0,-320,-143,6.67,191,1026,1110,663,240,1318,1060,208,31.21,-15.95,-14.08,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
440,3062,建漢,TWSE,通信網路業,排除,31.2,100,22.9,21.92,-34.39,-1.86,-14.02,34.5,174.14,-0.54,,1.82,,1,0,0,0,0,0,0,-124,-1536,-3282,-9403,0,0,0,0,0,0,0,-114,-219,9.64,-15,-508,-1278,-4001,-131,-1423,-3064,-8929,31.17,-6.67,-5.37,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
441,5292,華懋,TWSE,綠能環保,排除,31,100,174.5,167,-8.28,-7.9,20.2,58.06,157.89,2.58,17.26,4.07,3.72,1,-1,-1,2,2,0,0,-31,-1023,-1007,-860,-1,-2,-2,-4,0,2,-349000,-58,-45,4.35,-33,-958,-964,-815,-30,-963,-960,-831,27.9,-14.8,-21.92,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
442,1519,華城,TWSE,電機機械,排除,27.4,100,691,659.5,-25.78,-2.69,21.2,71.74,144.13,3.29,47.49,26.5,1.74,12,1,-2,-3,-235,-268,0,-210,-257,-1186,-5149,-5,-21,-583,-933,0,3,-14511000,-92,-119,18.09,-286,-237,-556,-3816,-201,-144,-483,-4045,32.24,-8.61,-6.62,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；投信5/10日持續且具金額意義的賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
